,Tweet Posted Time (UTC),Tweet Content,Tweet Location
2156,2020-03-28,It’s our time to help govt.We need to create more awareness.since most of us don't have anything to do during our corona lockdown.Every house will have some kids.let's start our awareness from them.record an awareness video #CoronaAwarenessWithKids #NationFirst_CoronaWithKids,Tamil Nadu
2157,2020-03-28,No other go  have to live with it..As someone rightly said the crisis which is gonna hamper us after this lockdown is more worrisome...We are in two edge sword situation now...At least from now on Govts should concentrate more on Health Infea  education than statues  temples etc,Tamil Nadu
2158,2020-03-28,"Recently  I saw a cabinet minister tweet ""watching Ramayan at home"". What about the other priorities ?? Lockdown has increased several other venues for the government. Only schemes won't  this is the time to step out in the field and contribute. #coronawarriors #MigrantsOnTheRoad",Tamil Nadu
2159,2020-03-28,Small donation from my side to fight COVID 19#PMCaresFund – at Andaman &amp; Nicobar Islands,Andaman and Nicobar Islands
2160,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
2161,2020-03-28,It is a very sad situation May the soul of your dad rest in peace.Lock down in US should have been done early to arrest the epidemic.We should all stay home and help our people in dealing with COVID ,Chandigarh
2162,2020-03-28,https://youtu.be/AKZknzC27rY Please watch and share .. #Covid_19 #Covid_19 #COVIDIDIOT #CoronavirusOutbreak #CoronaUpdate,Chandigarh
2163,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
2164,2020-03-28,Looking for some warriors who can fight against COVID 19 mission. Jai Hind ,Chandigarh
2165,2020-03-28,Very right he is doing the same as you mentioned Manish  very sad on d part of @RahulGandhi  seems he has lost his thinking power n balnce of mind  is it time to play politics on covid-19. Shameful.,Chandigarh
2166,2020-03-28,It includes death due to COVID infection ,Chandigarh
2167,2020-03-28,Only there are three tools to beat the COVID-19 Unity- of action i.e. maintain social distencing  Descipline- until we beat it  Sacrifice- personal  social interests. So  Do yoga  exercis Learn new skills Sow new seeds today #COVID2019 #SocialDistancingNow #YogaAtHome,Chandigarh
2168,2020-03-28,Thank you @akshaykumar you given 25 cr to PM cares fund more than US AID today for covid -19. I am sure this will motivate more Indians to do it  like me. Thank you once again. https://shrts.in/qDcM,Chandigarh
2169,2020-03-28,You ask your leaders to keep their mouth shut at this hour of crises. The family is playing politics on covid-19. It is shameful.,Chandigarh
2170,2020-03-28,This thread helps understand how WHO played devil’s advocate in making of Pandemic #COVID #COVID2019india #ChineseVirus19,Chandigarh
2171,2020-03-28,TATAs always stand up for the nation. Their national spirits is exemplary and inspirational. Taking care of wards of Taj Mumbai to directed donations for COVID warriors and patients and Much more. Respect ,Chandigarh
2172,2020-03-28,It is advised to all to stay at home still if any unavoidable circumstances arise then get e-Passes for Covid-19 curfew from general link https://epasscovid19.pais.net.in/. @PunjabPoliceInd #21daysoflockdown #StayHomeSaveLives #SASNagarPolice,Chandigarh
2173,2020-03-28,DST sets up COVID-19 Task Force for mapping technologies ,Chandigarh
2174,2020-03-28,Looks like Mohali administration is spraying chemicals that smells of bleach along the residential lines. Wondering how effective it will be to prevent Covid-19 but full marks for trying nonetheless. #COVID2019india,Chandigarh
2175,2020-03-28,Dear sir  PL ask authorities  media to publish - testing centres for covid 19(govt and Pvt.),Chandigarh
2176,2020-03-28,Indian Railways coaches to turn into isolation cabins for #COVID patients All ladders for climbing up the berths have been removed. The bathrooms  aisle areas and other areas have also been modified to prepare the isolation coach. Well done #IndianRailways #chandigarh,Chandigarh
2177,2020-03-28,A Big Indian Salute to mam. Waqar sir God gives you strength so that you remain her strength in fighting COVID-19. #StayHomeStaySafe,Chandigarh
2178,2020-03-28,When the whole India is locked down due to Covid 19  Same time Waf entrepreneur is helping youngsters to start their business online through their mobile phones by sitting at home and growing day by day... this is an… https://www.instagram.com/p/B-RNHT5J6d0/?igshid=b93j90b4mi0c,Chandigarh
2179,2020-03-28,Support us to support our workers #donate #india #covid_19 #support #dailywager #workers #food #unitedinhumanity #foodforall #donatenow #help #helpingothers #helping #committed #givingback #volunteering #volunteers #nonprofit #givingbacktothecommunity #makingadifference,Chandigarh
2180,2020-03-28,@ManojPa47203819 @vpsbadnore @ssptfcchd We are getting vegetables ration and medicines provided by chandigarh administration #chandigarh Why we need curfew relaxatio We are inviting #COVID after success in 2nd stage  but we will face defeat in 3rd stage. Kindly back down on this.,Chandigarh
2181,2020-03-28,Absolutely  this is how we are inviting covid virus to act more easily. It should be revoked. @BJP4Chandigarh @Chandigarhjosh @citizenfirstchd @CleanChandigarh @INCChandigarh @ssptfcchd @ceochandigarh @vpsbadnore @PMOIndia @narendramodi,Chandigarh
2182,2020-03-28,Death toll due to COVID-19 touches 19; number of cases rises to 834:Union Health Ministry :: Stay alert Stay Safe,Chandigarh
2183,2020-03-28,Sir  My maid is struggling for the food because dont have options for income due covid 19  she is lockdown in home dont have any registration. She leaving sohana  mohali have husband and 2 girls both couples are non registered and struggling for the food. Please her,Chandigarh
2184,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
2185,2020-03-28,Problem is migrant labour is not satisfied with food & shelter. There is miscommunication. There is no leader to make them understand the gravity of situation. The whole purpose of lockdown is defeated.,Chandigarh
2186,2020-03-28,It is a very sad situation May the soul of your dad rest in peace.Lock down in US should have been done early to arrest the epidemic.We should all stay home and help our people in dealing with COVID ,Chandigarh
2187,2020-03-28,Economy bitch! It takes time to control the billions of population! What do you think when was lockdown planned? Day before the day it was imposed? The question is  why the govt. Vehicles tickets are hyped and why Kejru isn't cooperating!! ,Chandigarh
2188,2020-03-28,@narendramodi @PMOIndia @NitishKumar @ArvindKejriwal @myogiadityanath @irvpaswan @UPGovt : Who allowed it? It's totally joke of lockdown?. Now we are praying to God to save us. Sir stop this otherwise situation will be out of control in villages. ,Chandigarh
2189,2020-03-28,This quarantine thing isn't even a thing for me because my room partner nd friends didn't allow me to hangout anyways. #livelong #lockdown @BinatulIslam @MuZamil95397011,Chandigarh
2190,2020-03-28,#ask zee I'm Sandeep from panchkula. Hum kab tab lockdown. Me rhanege – at Sector-20  Panchkula,Chandigarh
2191,2020-03-28,21 days 21 photos Let soak some positive from the mother earth !! Stay Home #puneetmohindroophotography #punjab #nature #lockdown #photooftheday #streetphotography #photographers_of_india #photographylovers… https://www.instagram.com/p/B-SMze_BwIk/?igshid=1qkxi7sxujrdr,Chandigarh
2192,2020-03-28,#IndiaFightsCoronavirus #BreakTheChain #StayAtHome  obey #lockdown  #StayAtHomeAndStaySafe #help people stuck in #NewDelhi #DelhiHungerReliefCentres #PMCares #coronavirus #IndiaFightsCOVID19 #COVID #COVID19 #COVID19outbreak #WHO #CoronaLockdown #CoronaVirusUpdate,Chandigarh
2193,2020-03-28,The #city is breathing better! #lockdown #socialdistancing #nature #naturephotography #naturelovers #redmik20 #phonecamera #phonecameraphotography @Chandigarh  India https://www.instagram.com/p/B-SJMI9DEgI/?igshid=vpohf8i7l9ot,Chandigarh
2194,2020-03-28,Cutie pie expressing her feelings @narendramodi @PMOIndia @ZeeNews @ChowkidarAajtak @indiatvnews #lockdown #HomeQuarantine,Chandigarh
2195,2020-03-28,#SelfQuarantine #Day11 #CoronaVirus FactCheck: For all those souls who are still dealing with proving their whereabouts in this lockdown to your respective partners..! Tuhada Aukha Mitro..!!,Chandigarh
2196,2020-03-28,@narendramodi sir Lockdown ki date agge Bdegi kya...,Chandigarh
2197,2020-03-28,Nobody is saying it is bad  it is late. But the government hasn't thought of these 1.77 million homeless people. Everyone supports the #lockdown  but it actually is #LockdownWithoutPlan. If it was planned we wouldn't be seeing our fellow Indians stranded on road.,Chandigarh
2198,2020-03-28,#chandigarhpolice #ChandigarhAdministration i want to put this into your notice this is only the 4th day of lockdown and people started taking it lenient.i m situated in sector 14 west chandigarh as compared to the first day of lockdown people are out in groups visiting places.,Chandigarh
2199,2020-03-28,#askzee will lockdown be extended for more days as per study of university of cambridge. – at Dhanas,Chandigarh
2200,2020-03-28,Jin ke dam pe AAP jite hai unhi ko AAP kaha bhejte ja rahe hai? This migration is nowhere else in the country! Citizens living in a particular city/district/state is the responsibility of that city/district/state. Control else lockdown is failing. @ArvindKejriwal,Chandigarh
2201,2020-03-28,The @PMOIndia and @HMOIndia seems weren't even aware that we have 1.77 million homeless people in India  yet on one fine evening @narendramodi declares #lockdown and ask ppl to #StayHome. Where do these 1.77 million go? Are they not citizens of India? https://twitter.com/ramanmann1974/status/1243904185281572865,Chandigarh
2202,2020-03-28,Keep building positivity  besides inspiring each other  so that country doesn’t succumb to. Corona crisis. Equation is clear Lockdown = 21days =504 hours 4days =96. Hours Passed 17days=. 408 hours more to go Let us follow. PM’s CALL &amp; save ourselves country both. ,Chandigarh
2203,2020-03-28,Sir your decision taken by you have proved very beneficial for the citizens. The rush in the markets and roads disappeared as compared to last 2-3 days. Also everyone get everything and also the spirit of lockdown was honoured. @PMOIndia,Chandigarh
2204,2020-03-28,Rightly said Rubika ji..Really Nature is alive again in Lockdown..drawing by my 9 years old daughter Tanshu @RubikaLiyaquat @PMOIndia https://twitter.com/RubikaLiyaquat/status/1243884144951586816,Chandigarh
2205,2020-03-28,Until #lockdown never realised that I actually lived on the foothill of Shivalik Range....#LockdownWithoutPlan #21daysoflockdown,Chandigarh
2206,2020-03-28,We are already in lockdown since Sunday upto April 14 or maybe longer. is going through very difficult times. Hopefully everything goes normal soon.,Chandigarh
2207,2020-03-28,A public interest litigation (PIL) has been filed before the Punjab and Haryana high court against Chandigarh administration’s decision to open shops during lockdown #ChandigarhCurfew #21daylockdown #CautionYesPanicNo #COVID2019 #coronavirusindia @timesofindia @TOIChandigarh,Chandigarh
